,PROD_CD,SLSMAN_CD,PLAN_MONTH,TARGET_IN_EA,ACH_IN_EA
13572,21,48,10,84,106
13574,59,198,11,1428,2107
13575,76,113,10,0,787
13576,51,165,11,0,3014
13577,47,6,12,1920,1449
13578,25,26,11,0,19
13579,13,129,12,2232,2729
13582,61,68,12,2814,0
13585,47,220,11,0,1296
13586,56,212,11,72,35
13588,85,136,12,0,46
13589,25,153,12,0,25
13590,32,84,12,348,429
13594,10,172,10,0,206
13596,19,171,12,1680,1139
13597,57,54,12,0,10
13598,81,64,11,192,10
13599,22,111,10,15200,7760
13600,50,147,11,0,421
13601,42,210,10,108,154
13602,13,43,10,7380,6527
13603,50,98,12,17904,11570
13604,33,176,11,216,223
13605,10,45,11,0,145
13606,84,2,12,0,22
13607,10,185,10,0,31
13608,59,148,11,1260,621
13609,16,126,10,0,589
13610,59,181,11,882,1190
13611,61,11,10,3612,2355
13612,27,42,12,108,19
13614,39,186,11,144,113
13615,23,163,12,216,254
13616,22,35,11,400,0
13618,16,216,11,0,559
13619,15,46,11,2604,3163
13620,16,48,11,20628,5698
13621,18,48,12,22620,0
13622,18,113,11,1536,377
13623,26,163,10,192,100
13624,50,186,11,26160,29420
13625,56,136,11,360,56
13626,23,173,11,108,79
13627,36,112,10,24,7
13629,35,42,11,96,0
13631,80,89,12,720,840
13633,50,86,12,40416,38346
13634,35,44,11,12288,13062
13637,3,50,10,40,0
13638,61,9,11,5040,2160
13639,15,79,12,7356,5614
13640,5,16,11,80,43
13641,38,130,11,252,151
13642,59,224,11,0,123
13643,4,32,12,40,0
13644,58,121,12,14616,13242
13645,43,58,12,0,15465
13646,31,103,10,800,360
13647,82,56,11,0,483
13648,5,107,11,160,167
13649,43,28,12,0,832
13650,14,173,11,35604,30136
13651,50,57,11,24960,27260
13652,23,172,12,108,64
13653,25,115,11,144,236
13655,32,119,12,468,121
13657,61,19,12,9702,0
13658,19,141,11,0,168
13659,5,126,12,320,300
13660,15,183,11,4512,3739
13661,43,96,11,0,16637
13664,14,93,11,10044,10022
13665,17,168,11,6300,4274
13666,43,191,11,0,9103
13668,27,193,11,72,184
13670,51,118,11,0,84
13671,45,165,10,672,491
13672,38,152,11,288,233
13673,16,170,12,1512,2381
13674,35,211,11,18720,19642
13675,17,180,11,22680,5074
13676,26,217,12,12,59
13677,32,57,10,576,841
13678,31,59,11,0,60
13679,11,145,11,0,5
13680,58,9,10,18144,21115
13681,56,38,12,144,30
13682,27,54,11,36,81
13683,38,79,11,144,128
13684,31,111,12,400,254
13685,45,115,12,2592,571
13686,21,121,12,12,24
13688,45,198,11,1584,1286
13690,51,25,12,0,1415
13691,5,166,10,240,183
13692,18,57,11,744,741
13693,10,206,10,0,6
13695,19,103,10,6888,14178
13696,34,112,10,0,1
13699,25,159,11,612,648
13700,16,183,10,0,2571
13701,5,132,12,240,219
13702,3,183,12,40,3
13703,50,133,12,0,1068
13704,11,139,12,252,172
13705,76,21,10,0,181
13706,19,31,12,1680,1451
13707,39,1,11,648,721
13709,15,136,11,5172,4836
13710,23,119,10,108,84
13711,37,176,12,144,149
13712,35,193,12,3936,3639
13714,36,216,11,48,14
13715,42,1,11,252,302
13716,3,170,11,40,0
13718,61,102,10,7434,4398
13719,10,89,11,0,64
13720,3,130,12,40,0
13721,15,121,10,4440,3621
13722,80,146,10,288,435
13723,47,165,12,816,1848
13724,18,159,11,1224,127
13725,51,54,11,0,1347
13726,61,51,10,12978,10108
13727,56,111,12,360,407
13728,80,82,10,912,937
13729,4,218,11,0,20
13730,11,32,10,72,62
13731,38,121,10,180,226
13732,83,212,11,0,1759
13734,23,124,11,324,271
13736,82,37,12,0,2281
13738,80,116,12,0,9
13739,11,124,12,180,214
13740,22,99,12,11200,11310
13741,58,108,12,5376,6989
13742,25,11,12,396,529
13743,50,144,10,21072,15520
13744,39,126,12,288,245
13746,80,173,11,432,284
13747,27,165,10,108,94
13748,45,192,11,48,278
13749,33,105,12,1764,2627
13750,47,208,10,1200,1030
13751,15,198,11,96,92
13752,3,9,10,120,0
13753,50,213,12,21648,16346
13754,82,91,12,0,10973
13755,82,170,12,5712,6106
13756,39,192,12,324,154
13757,52,191,11,800,0
13758,51,128,12,0,703
13759,38,32,11,180,146
13760,47,51,10,4032,3147
13763,14,23,10,21924,43610
13766,86,80,12,0,36
13767,33,144,12,3060,3638
13768,62,30,10,1764,3702
13769,59,115,10,1092,475
13770,19,10,12,1512,2163
13771,81,82,11,120,172
13772,85,16,12,0,36
13773,58,34,12,4032,4472
13774,42,196,10,36,45
13775,26,144,10,72,11
13776,13,164,12,18900,15828
13777,43,7,12,5868,6083
13778,13,108,11,1692,1729
13779,16,35,12,8640,5495
13781,76,94,10,0,204
13782,15,187,11,0,2614
13784,81,35,10,552,406
13785,84,165,12,0,13
13787,47,91,10,1752,886
13788,25,57,12,576,639
13790,38,110,12,144,173
13791,25,122,12,324,300
13792,20,124,11,240,260
13793,35,64,10,10752,14283
13794,54,80,12,12,0
13795,14,12,10,26604,29966
13796,26,117,10,156,138
13797,32,71,12,0,184
13798,42,134,11,108,96
13800,22,110,10,16400,8380
13801,47,61,11,0,145
13803,50,202,11,0,232
13804,27,142,11,108,109
13807,18,18,10,2148,2602
13808,37,165,11,216,258
13809,25,121,12,324,201
13810,84,30,12,0,8
13811,14,82,12,23832,18928
13812,50,186,10,26016,31407
13813,14,183,12,20268,17651
13815,37,10,11,108,154
13816,16,185,12,1440,316
13817,80,150,12,144,173
13820,15,60,12,3888,3256
13821,62,211,12,6006,0
13822,23,48,11,108,85
13825,56,212,10,72,51
13827,16,12,10,0,383
13828,37,143,10,144,112
13829,3,13,12,0,17
13830,16,208,10,0,257
13831,21,196,10,12,0
13832,32,190,11,2676,2696
13833,31,104,11,400,440
13834,7,218,12,0,159
13835,38,66,12,72,33
13837,45,170,11,624,354
13838,11,172,10,108,282
13839,32,193,11,1188,1045
13840,18,87,11,14460,5088
13842,3,94,10,40,0
13845,15,28,10,0,104
13848,62,57,12,2016,48
13849,39,1,12,720,353
13851,85,109,12,0,13
13853,42,35,10,36,12
13854,19,178,11,504,300
13856,11,188,12,0,134
13857,76,100,10,0,464
13858,42,104,11,72,131
13859,43,210,11,0,5394
13860,37,54,12,72,53
13861,10,156,12,0,178
13862,27,216,12,72,58
13866,81,48,10,624,285
13867,82,41,12,0,7889
13868,45,154,12,336,211
13870,3,6,12,40,0
13871,42,110,12,108,140
13872,13,109,11,4716,3243
13873,17,32,11,12960,2065
13875,35,25,12,11040,9312
13876,36,213,11,24,21
13877,27,126,10,72,88
13878,32,102,10,600,303
13880,14,204,11,32508,32665
13881,61,89,12,10920,69
13882,62,32,12,4200,186
13883,43,11,12,6192,6042
13884,28,162,11,6,2
13885,58,95,11,7560,7691
13886,3,211,11,160,0
13888,83,154,11,0,817
13889,74,29,11,0,6
13890,5,33,10,80,181
13892,61,146,10,2562,2101
13893,61,138,10,8400,2778
13894,5,48,12,240,265
13895,26,123,11,504,496
13896,19,9,11,1176,914
13897,25,66,10,288,416
13899,38,13,11,180,119
13901,52,13,12,0,2
13903,59,26,11,0,39
13904,26,80,11,120,101
13906,38,125,10,324,217
13907,36,148,11,24,28
13909,59,140,11,756,1559
13910,50,13,10,69600,32064
13911,58,135,11,0,1326
13912,59,192,11,420,399
13913,11,70,11,540,497
13914,17,204,10,13536,14917
13915,43,171,12,0,11507
13916,14,145,11,0,365
13917,22,30,11,8800,19600
13918,27,189,11,0,10
13919,28,182,10,6,0
13921,22,143,10,7600,1410
13924,80,137,11,0,2
13925,14,143,12,17532,15954
13928,66,148,10,0,3
13929,45,168,12,624,1020
13930,42,15,11,144,173
13931,80,25,11,504,220
13932,10,21,11,0,97
13933,42,3,11,252,220
13934,27,194,10,792,1061
13936,56,12,12,540,489
13937,32,180,12,432,95
13938,13,156,12,5472,4091
13939,45,118,12,0,26
13940,61,222,11,0,1008
13941,4,199,12,0,85
13943,16,102,11,1692,1314
13945,19,54,12,2352,923
13946,81,37,11,240,394
13947,17,103,10,15336,17551
13948,80,214,10,2904,984
13950,38,27,10,180,284
13951,19,198,10,8904,10212
13952,36,75,12,24,25
13953,35,159,10,2880,3727
13954,18,105,10,2340,2429
13956,62,89,11,13734,7615
13957,26,11,11,24,9
13958,24,17,12,0,2
13959,59,9,12,504,232
13960,80,4,12,576,188
13961,3,45,10,280,0
13962,39,95,10,396,353
13963,22,109,12,36800,51500
13967,81,86,12,96,57
13968,10,96,10,0,30
13969,80,99,12,696,385
13970,51,1,12,0,8953
13971,13,148,10,2268,1849
13972,27,114,11,72,83
13973,25,190,10,396,696
13975,58,23,12,41160,33024
13977,58,155,11,0,179
13979,45,134,10,1200,382
13980,86,9,12,0,34
13981,14,206,12,20052,17272
13982,22,75,10,1600,1690
13983,15,82,11,4848,4501
13984,80,16,11,456,270
13985,22,173,12,51600,52570
13986,47,35,11,1800,1111
13987,47,160,12,696,1066
13988,31,143,12,3200,4310
13990,15,49,12,5664,6514
13991,25,193,12,396,228
13993,39,37,10,1080,1123
13994,60,199,11,0,996
13995,16,194,12,4788,3383
13996,36,16,10,24,33
13997,27,124,12,432,230
13998,81,172,10,0,24
13999,50,148,11,30432,37966
14000,17,49,10,27612,30107
14001,67,32,10,0,504
14002,58,117,12,18480,18536
14003,59,16,11,462,255
14005,47,191,11,2208,1727
14006,16,49,10,0,3484
14007,18,190,10,2592,4163
14009,51,17,12,3336,3572
14010,35,172,11,5472,6018
14011,62,174,12,4746,0
14012,51,106,12,996,1055
14013,42,40,11,36,17
14014,56,25,10,396,378
14015,27,160,12,36,13
14016,26,58,11,996,919
14017,32,184,12,636,180
14018,27,45,12,36,35
14019,35,4,10,9792,15503
14020,33,215,12,180,215
14021,83,2,12,0,1470
14024,19,178,12,168,0
14025,81,102,10,24,15
14026,32,38,10,312,0
14027,18,91,12,4608,0
14028,83,63,11,0,382
14029,42,88,11,324,306
14031,17,44,10,18324,19279
14032,84,209,12,0,82
14033,37,180,11,108,96
14035,58,50,10,672,900
14036,37,33,11,108,46
14037,83,196,12,0,6975
14038,19,103,11,6552,7920
14039,50,13,12,65568,30741
14040,45,146,10,1440,627
14042,19,176,12,0,174
14043,32,37,12,12,0
14044,56,23,10,0,47
14045,58,47,11,150024,139890
14046,26,119,10,108,183
14047,39,185,12,216,107
14048,5,38,10,80,32
14051,42,165,11,216,250
14052,28,183,12,12,0
14053,43,156,11,0,11574
14054,11,122,12,180,184
14055,22,62,11,6000,2680
14057,39,216,12,144,170
14058,22,13,10,6000,4140
14061,23,62,11,72,100
14063,61,111,10,4116,1501
14065,19,127,12,2520,2064
14068,33,62,10,2088,1319
14071,19,49,10,43512,43952
14072,14,158,10,20916,26400
14073,10,210,11,0,40
14076,45,132,12,1584,1146
14078,32,2,12,96,0
14080,28,183,11,12,2
14081,61,209,11,3234,2008
14082,14,186,10,22212,26954
14083,37,46,10,72,70
14087,32,211,12,4260,2515
14088,36,10,11,24,35
14089,67,110,10,0,31
14091,26,29,12,12,0
14092,50,99,11,35568,28980
14093,61,92,10,5796,9609
14094,7,220,12,0,241
14095,20,47,12,24,0
14096,10,177,11,0,1
14097,42,10,11,144,161
14098,3,204,12,40,0
14099,54,6,10,48,72
14100,56,158,11,72,507
14101,21,182,12,12,0
14102,17,92,12,30240,0
14105,76,35,10,0,295
14107,80,34,10,264,508
14108,43,204,11,0,7232
14110,83,151,12,0,27
14111,47,41,12,3288,2371
14112,36,92,10,48,12
14114,15,197,11,180,132
14115,35,169,11,10752,13026
14116,80,59,11,0,45
14117,45,136,10,1392,639
14118,35,111,11,3840,3647
14119,70,222,12,0,48
14121,18,150,10,1260,1328
14122,51,60,12,0,2452
14123,61,106,11,2940,1566
14124,58,7,10,17136,21844
14126,47,97,10,1056,640
14127,56,214,10,108,244
14128,32,35,11,24,42
14129,33,54,12,3708,2166
14130,32,131,12,264,48
14132,37,79,11,108,93
14133,51,210,12,1020,1217
14134,33,49,11,396,180
14135,81,45,12,96,547
14136,80,165,10,624,701
14137,20,12,12,48,0
14138,31,165,10,23200,220
14139,18,54,12,1548,0
14140,80,111,11,504,128
14141,10,100,11,0,34
14143,31,37,11,10400,26000
14144,36,81,11,24,9
14145,37,95,10,216,156
14146,31,186,10,400,0
14148,19,74,12,5040,6131
14149,83,164,12,2982,3183
14150,76,7,10,0,240
14151,80,102,11,696,414
14152,5,132,11,240,178
14153,61,95,11,4116,13617
14154,82,214,11,0,1874
14155,45,12,12,480,521
14157,50,138,10,20304,20225
14159,15,31,11,2496,2559
14160,18,170,11,1080,368
14161,13,122,11,1440,1472
14163,16,183,11,3996,4639
14164,82,114,11,0,2601
14165,22,134,11,5600,10480
14166,61,86,12,3402,0
14167,80,101,12,624,355
14168,62,152,10,11466,2486
14169,22,171,11,28800,27940
14170,81,170,10,24,98
14171,33,88,12,72,0
14172,56,121,10,360,398
14173,58,2,12,9072,10068
14174,84,46,12,0,29
14175,2,211,11,0,75
14176,39,123,10,612,608
14177,80,25,10,960,719
14178,61,49,10,4074,2941
14179,82,217,12,0,2881
14180,58,119,11,21336,18912
14181,23,195,11,36,39
14182,62,165,11,1932,1460
14184,43,102,11,0,5800
14185,59,105,10,252,285
14186,13,198,10,108,93
14187,84,118,12,0,2
14188,31,213,11,400,0
14189,42,6,11,180,142
14190,36,80,10,24,19
14191,19,193,11,1344,5272
14192,43,23,12,0,12447
14193,18,176,11,564,407
14195,61,190,11,11718,3596
14196,56,121,12,288,38
14197,38,111,10,216,250
14198,83,166,12,5292,3800
14199,35,112,12,5664,6176
14200,58,150,11,7560,7163
14201,42,194,11,108,152
14202,61,94,11,4032,18064
14203,54,130,11,12,0
14204,81,30,12,0,83
14205,11,115,11,144,184
14206,81,109,11,240,36
14209,36,27,12,24,24
14211,43,169,11,0,9650
14212,61,197,11,3486,1738
14213,38,35,10,432,416
14214,81,94,11,168,234
14215,83,114,11,0,1947
14216,50,10,11,32976,30558
14217,67,158,10,0,892
14218,58,9,11,15792,15494
14219,23,102,12,36,40
14220,81,19,12,1608,437
14221,47,82,12,840,1336
14222,23,215,10,36,71
14223,23,180,10,36,54
14224,32,114,12,264,36
14225,22,129,11,13200,14882
14227,25,140,12,540,435
14228,39,90,12,3672,1683
14229,15,180,10,10212,9450
14230,20,128,12,1968,2557
14231,10,68,11,0,48
14232,86,197,12,0,484
14234,82,196,12,0,6350
14235,42,89,12,504,379
14236,86,152,12,0,72
14237,36,174,10,72,33
14238,26,125,12,936,260
14240,83,210,12,3528,2508
14241,58,87,11,7560,5132
14242,3,125,10,40,0
14244,43,33,12,0,11119
14245,16,176,11,0,1059
14246,21,44,10,84,75
14247,37,215,11,72,54
14248,80,57,12,408,189
14249,22,50,12,12800,12440
14250,11,111,11,36,26
14252,58,74,12,15960,18159
14255,83,128,12,0,3141
14257,16,142,10,0,191
14258,25,111,10,288,248
14260,3,150,12,80,0
14261,82,168,11,0,1199
14262,25,89,12,828,964
14263,45,60,11,3216,879
14264,36,172,12,24,17
14265,50,140,11,66624,70267
14266,61,178,12,6258,0
14267,26,183,10,624,660
14268,3,27,11,120,70
14269,25,56,11,108,161
14271,8,201,12,0,24
14272,56,122,11,288,208
14273,20,46,11,72,62
14274,3,126,11,80,0
14275,59,8,10,210,196
14279,32,185,12,372,399
14280,19,143,12,18648,14274
14282,13,112,11,2700,2617
14283,39,215,10,144,153
14284,42,64,12,72,29
14285,56,142,11,180,175
14286,83,30,11,0,345
14288,35,65,11,0,72
14289,3,4,12,40,0
14290,81,128,10,0,158
14291,35,47,10,24096,34884
14292,56,84,10,468,513
14293,39,173,12,468,216
14294,38,52,10,108,117
14295,25,106,11,324,276
14296,32,183,12,132,0
14298,45,29,10,96,32
14299,45,101,12,240,567
14300,17,214,10,3168,3045
14301,19,52,11,5544,7456
14303,11,187,12,0,34
14305,56,166,12,252,165
14306,47,44,12,3312,1905
14308,10,58,11,0,399
14309,11,73,12,72,16
14310,18,1,10,11916,12345
14311,27,98,12,72,28
14312,16,168,11,1584,2782
14313,50,50,11,28896,28982
14314,23,106,11,108,99
14316,56,208,11,468,270
14317,35,84,11,3552,3240
14318,50,180,10,53328,58636
14319,31,67,11,0,20
14323,22,119,12,7200,9819
14324,14,171,12,43020,38565
14325,13,128,10,2952,3253
14329,26,75,10,120,112
14332,45,120,12,0,24
14333,51,37,11,0,4755
14334,81,12,10,24,0
14335,50,11,10,34080,23924
14336,23,25,12,36,35
14337,76,3,10,0,3070
14338,80,40,12,624,226
14339,62,109,10,8526,5049
14340,33,95,12,36,0
14341,33,11,10,3132,3321
14344,31,38,11,2000,6740
14345,19,80,12,3864,3204
14346,35,183,10,15168,21024
14347,83,158,11,0,758
14348,17,166,12,0,215
14349,56,18,10,252,287
14350,31,41,11,10800,43580
14351,80,107,11,288,188
14352,26,92,10,576,241
14353,80,152,11,168,119
14354,45,214,10,432,0
14356,50,48,12,47520,35069
14357,38,121,12,180,130
14358,82,170,11,0,1424
14359,16,164,10,0,7948
14360,82,70,12,0,6110
14361,36,215,11,24,23
14362,59,4,12,1218,782
14363,11,48,11,1008,617
14364,19,40,10,26040,28516
14365,21,19,12,600,494
14366,13,166,12,17064,12762
14369,17,172,12,11664,0
14370,42,6,10,216,200
14371,15,193,11,1260,1338
14372,15,82,10,5184,3815
14373,3,158,12,40,0
14374,27,40,11,144,140
14375,18,186,11,1320,461
14376,22,186,11,7200,13690
14377,11,159,10,108,179
14379,80,148,10,336,496
14382,62,108,12,0,240
14383,31,96,11,2000,10140
14385,25,196,12,1008,1219
14387,38,186,11,72,77
14389,35,162,11,1920,2490
14390,83,52,12,0,8802
14391,13,50,11,36,36
14392,59,8,12,252,202
14393,47,156,10,1584,961
14394,81,174,12,168,118
14395,20,198,11,120,96
14396,86,139,12,0,18
14397,18,25,11,1464,747
14398,20,21,12,888,895
14399,3,27,12,80,0
14400,45,198,10,672,805
14401,48,139,10,0,10
14402,58,1,12,32256,23137
14403,84,43,12,0,108
14404,47,88,10,3024,2598
14405,47,31,11,360,660
14407,83,152,11,0,604
14408,5,109,12,320,177
14409,56,99,11,180,77
14411,50,51,11,88992,73513
14412,82,163,11,0,2179
14413,59,60,11,2100,1236
14415,33,43,11,1332,855
14417,25,68,12,144,159
14419,51,150,12,0,1242
14420,82,39,11,0,311
14422,5,39,10,160,60
14423,16,39,12,1764,1730
14424,74,56,10,0,5
14426,51,60,11,0,1870
14427,5,136,12,80,83
14428,38,99,12,108,93
14430,23,43,12,108,22
14432,81,206,12,120,206
14433,5,177,11,0,2
14434,83,178,12,0,3487
14435,19,53,11,1176,797
14436,83,194,11,0,5056
14437,18,104,12,0,2
14438,13,176,10,3456,4706
14439,26,23,12,132,78
14440,86,151,12,0,10
14441,23,206,12,72,28
14442,25,191,12,324,343
14443,45,18,12,384,595
14444,15,71,12,0,195
14445,5,158,11,240,168
14447,39,13,11,252,187
14448,38,36,12,324,268
14449,18,95,12,2064,8
14450,38,193,10,144,163
14452,17,13,11,5580,1965
14453,25,172,10,324,383
14454,38,210,11,144,146
14455,37,130,11,216,126
14456,45,171,11,144,48
14457,22,49,10,16400,1140
14458,25,191,11,252,344
14459,33,131,11,540,324
14460,10,176,10,0,11
14462,5,191,10,320,378
14463,47,79,12,600,500
14465,16,30,12,72,168
14466,27,215,11,36,25
14467,58,1,11,21840,24810
14468,19,13,12,1344,877
14469,39,215,11,108,167
14470,43,17,12,11016,10937
14471,27,11,10,180,181
14472,80,139,11,960,894
14473,45,74,11,0,1005
14474,82,129,12,0,9883
14475,59,18,10,546,686
14476,51,127,11,0,543
14478,23,128,11,288,275
14479,11,106,11,252,183
14480,58,92,10,9912,9609
14481,45,216,11,96,552
14482,70,62,12,0,126
14483,85,70,12,0,36
14485,23,82,10,180,196
14486,5,183,10,160,123
14487,38,108,11,144,130
14488,15,207,11,0,113
14489,81,18,10,24,113
14490,81,104,11,120,52
14491,83,170,11,0,553
14492,43,133,12,0,371
14493,23,184,12,36,58
14495,39,23,12,324,205
14496,58,189,10,0,60
14497,16,79,12,1764,284
14498,11,13,10,144,111
14499,35,111,10,3744,6295
14500,15,128,12,2724,3002
14501,50,39,12,44160,34870
14502,10,127,10,0,127
14503,31,131,11,400,0
14505,31,114,11,1200,3320
14506,47,108,10,480,426
14509,20,70,11,168,37
14510,22,213,10,9600,2620
14513,61,52,11,7014,4389
14514,80,107,10,408,458
14517,61,138,11,3738,1676
14519,32,1,12,252,24
14521,80,155,11,0,47
14522,38,213,12,72,70
14523,16,14,10,0,360
14526,35,68,10,7872,9003
14527,58,174,11,9240,10580
14528,25,33,12,180,239
14529,33,110,10,216,143
14534,37,162,11,108,89
14535,34,30,11,0,1
14537,17,21,11,8136,2402
14539,6,200,11,0,603
14540,35,121,11,7104,7716
14542,36,31,10,24,16
14543,25,118,12,0,25
14544,45,64,11,1296,18
14545,15,47,11,7992,7835
14546,8,58,10,0,78
14547,19,148,12,7392,7859
14548,61,19,11,13440,2935
14549,50,43,10,50832,41191
14550,47,7,11,1416,1607
14551,26,164,11,180,131
14552,16,161,12,216,710
14553,10,70,11,0,116
14554,26,181,12,252,134
14555,25,42,12,396,382
14556,27,14,12,72,52
14557,35,93,12,192,138
14558,35,14,10,3456,5913
14559,14,154,12,12888,14794
14560,15,46,12,2616,2956
14562,43,125,12,0,11656
14563,43,148,11,0,8192
14564,20,63,11,0,27
14565,26,214,12,24,207
14566,37,158,11,108,122
14567,16,29,12,108,260
14568,14,181,11,19656,20992
14569,18,38,10,1800,2129
14570,36,68,12,24,1
14571,3,64,12,80,0
14572,57,52,10,0,2
14573,36,99,10,0,4
14574,38,26,11,0,17
14575,54,57,10,0,2
14576,18,143,12,1836,0
14579,59,195,10,1176,1212
14580,17,25,12,6732,0
14581,26,194,10,756,909
14582,22,130,10,7200,760
14583,61,73,10,2016,1576
14584,37,7,12,108,123
14585,10,114,11,0,20
14589,10,161,12,0,50
14590,66,217,10,0,30
14591,26,43,10,1032,1256
14593,10,64,10,0,13
14594,22,12,12,6400,14320
14595,81,66,10,192,62
14596,18,169,11,3312,1087
14597,62,60,11,6888,2243
14598,86,35,12,0,121
14599,50,15,11,45600,45525
14600,3,104,10,120,0
14601,5,131,10,240,234
14602,21,9,11,132,138
14603,23,80,11,144,113
14605,14,60,10,23868,29177
14606,82,34,11,0,1294
14607,58,76,10,15792,17694
14608,80,71,11,0,12
14609,47,125,12,2400,2073
14610,26,51,11,1656,1267
14611,47,195,10,1080,490
14612,31,42,12,18000,27460
14613,15,136,12,5304,5605
14615,56,48,11,36,16
14616,25,113,12,360,401
14617,26,108,11,36,16
14618,5,73,12,80,40
14619,11,85,10,432,664
