,PROD_CD,SLSMAN_CD,PLAN_MONTH,TARGET_IN_EA,ACH_IN_EA
12262,11,98,11,36,17
12263,17,62,12,13500,0
12264,33,52,11,11736,8863
12265,13,53,11,180,139
12266,19,94,10,69720,58980
12267,17,136,10,10152,10877
12269,45,111,11,288,431
12270,35,208,10,9600,13995
12272,19,168,12,8400,9078
12273,85,8,12,0,1
12274,79,222,11,0,36
12275,19,23,10,12096,15422
12276,59,23,10,672,497
12277,15,64,10,2904,3175
12278,82,178,12,0,1856
12279,43,216,12,0,2985
12280,35,129,12,12096,10948
12281,31,110,11,400,318
12282,27,128,10,72,56
12283,56,164,10,540,295
12284,36,160,11,24,33
12285,47,64,12,984,529
12288,50,219,11,0,1344
12292,80,128,10,696,639
12293,59,56,11,336,73
12294,81,171,10,0,24
12295,10,112,11,0,12
12296,56,215,12,324,220
12297,82,111,12,3024,1930
12298,20,127,11,1200,1312
12299,15,62,12,2460,2387
12300,38,45,12,36,26
12301,31,49,10,5200,800
12302,3,140,12,80,0
12303,27,9,10,108,149
12304,3,6,10,40,0
12305,10,114,10,0,45
12307,82,49,11,0,2592
12308,38,94,12,468,301
12310,5,110,10,240,207
12311,86,192,12,0,84
12312,37,126,10,180,229
12313,20,25,10,192,228
12316,13,94,10,972,1116
12317,11,171,11,108,36
12318,25,70,12,576,470
12319,19,106,10,3528,4861
12321,26,142,12,48,12
12322,62,68,12,3234,8
12323,3,189,10,0,5
12324,3,173,10,40,0
12325,23,73,10,216,225
12326,51,43,11,0,6486
12327,83,97,11,0,382
12328,81,23,11,0,84
12329,27,66,12,72,13
12330,56,127,12,252,462
12331,43,190,12,0,32350
12332,47,21,12,1728,1164
12333,83,143,12,0,3740
12334,27,62,12,432,137
12335,43,197,12,0,72389
12336,39,138,11,288,295
12337,38,17,10,288,285
12339,10,80,11,0,83
12340,11,43,12,360,218
12341,5,100,10,160,276
12342,15,30,12,3252,2843
12343,56,27,11,612,308
12344,43,212,11,0,2154
12345,58,12,11,9408,11594
12346,15,141,11,228,641
12347,19,46,11,28560,29797
12348,10,223,12,0,394
12349,81,146,12,192,0
12350,56,173,12,432,199
12351,27,122,10,108,132
12352,5,98,12,160,101
12353,10,121,12,0,18
12354,13,146,12,612,525
12355,18,209,10,1008,1570
12356,35,11,12,7392,8520
12357,84,211,12,0,71
12358,84,75,12,0,34
12359,10,194,10,0,198
12360,81,50,10,264,409
12362,59,158,11,126,197
12363,16,144,11,648,451
12364,73,142,10,0,2
12365,35,156,11,1536,1744
12366,39,109,12,324,192
12367,18,117,11,2700,221
12370,3,142,11,80,0
12371,39,206,11,216,200
12373,12,189,12,0,7
12374,25,194,11,6480,4375
12375,25,21,11,216,466
12376,11,29,10,36,27
12377,14,89,12,8460,8080
12378,16,93,12,1260,582
12379,33,31,10,1008,540
12380,52,165,10,400,0
12381,17,208,11,7092,1918
12384,23,88,10,180,253
12385,26,191,10,180,96
12386,10,178,12,0,48
12389,4,158,10,40,0
12390,11,11,10,180,141
12392,45,11,10,96,0
12393,20,114,10,72,72
12394,31,4,10,800,1600
12395,83,110,11,0,1042
12396,10,25,12,0,102
12399,23,140,11,180,107
12400,50,134,12,42672,38422
12401,82,164,12,3276,4202
12402,22,152,10,10400,1050
12403,43,198,11,0,10862
12404,38,84,11,252,152
12405,61,165,10,1974,1709
12407,2,143,11,0,3
12408,36,113,11,48,42
12410,55,139,11,0,21
12411,80,88,11,456,847
12412,80,217,11,456,661
12413,80,104,12,792,378
12414,75,199,12,0,252
12415,25,140,11,612,697
12416,16,100,12,2196,2220
12417,26,126,10,96,90
12418,61,192,11,3696,3390
12419,15,57,10,1872,959
12420,26,21,12,792,338
12421,19,88,11,37632,54761
12422,33,129,12,2988,2508
12423,50,218,11,0,3857
12425,11,165,10,108,75
12427,81,107,11,120,122
12428,51,5,11,0,1120
12429,3,97,12,40,0
12430,59,129,12,714,357
12431,51,123,11,0,1558
12432,39,75,12,180,259
12433,23,168,12,108,124
12434,81,8,10,24,0
12437,48,6,11,0,28
12438,19,140,11,4872,3012
12439,27,101,12,36,16
12442,82,142,12,0,1554
12444,15,111,12,2760,2574
12445,37,14,12,180,181
12446,62,106,10,3444,2214
12447,37,46,11,72,50
12448,45,121,12,4704,192
12449,81,148,11,192,156
12450,27,2,11,108,88
12451,58,85,10,1008,1176
12453,17,163,11,22644,4942
12455,82,90,12,0,11038
12456,50,84,10,10800,12227
12457,59,192,10,420,231
12458,19,64,11,5880,6684
12459,82,190,12,0,11058
12460,62,176,12,4956,642
12461,22,51,10,20400,3317
12462,27,119,11,108,108
12463,38,178,10,252,225
12464,32,132,12,24,0
12465,16,57,10,0,6
12467,38,109,10,216,296
12468,32,217,11,480,508
12469,36,82,12,24,11
12470,23,192,10,72,99
12472,35,87,10,672,384
12473,3,194,12,120,0
12475,23,179,11,0,2
12477,61,49,11,3990,2297
12478,16,75,12,1656,2462
12479,54,180,12,36,0
12481,10,4,10,0,32
12482,81,176,11,0,48
12483,42,19,12,144,154
12485,51,124,11,0,2871
12487,17,187,10,0,9100
12488,50,182,11,42720,39235
12489,37,56,12,36,32
12490,11,188,11,0,8
12492,39,48,10,1080,1088
12493,80,180,10,2136,1141
12495,20,7,10,48,97
12496,37,195,10,36,31
12497,16,9,12,1296,395
12498,31,117,11,0,510
12499,36,44,12,24,7
12500,26,82,10,240,55
12501,5,164,11,80,87
12504,36,161,11,72,46
12505,22,123,11,15200,17683
12506,26,25,10,168,105
12507,26,174,10,84,90
12509,31,168,12,2000,0
12510,18,33,11,1164,354
12511,59,199,11,0,2352
12513,50,92,10,51792,45476
12514,54,139,10,12,0
12515,17,93,12,6480,0
12517,81,41,11,72,822
12518,42,73,12,216,159
12519,19,97,10,504,726
12520,3,132,11,80,2
12521,31,62,12,2800,2840
12522,18,161,10,1284,1452
12523,59,180,10,1512,1334
12524,25,109,10,432,437
12526,58,97,11,5880,6532
12527,31,136,10,400,160
12531,35,135,11,0,642
12532,36,107,12,24,22
12533,22,181,12,4400,5840
12536,45,119,10,1728,390
12537,35,92,11,192,2304
12540,14,129,12,19764,20213
12541,37,79,12,108,76
12542,15,178,12,3204,3039
12543,82,143,11,0,2335
12544,75,62,12,0,36
12545,27,157,11,0,143
12547,80,95,11,624,706
12548,51,71,12,0,108
12549,77,62,11,0,24
12550,33,35,11,144,144
12551,67,53,10,0,5
12552,17,5,12,5616,0
12553,45,10,10,384,240
12554,82,51,12,0,9880
12556,51,54,12,0,987
12558,45,39,11,1200,453
12559,61,23,11,4536,1565
12560,45,45,11,1728,416
12561,67,154,10,0,10
12562,32,113,11,720,318
12564,42,111,11,180,138
12565,18,129,11,768,216
12567,45,37,10,1344,872
12568,13,21,11,2736,2277
12569,33,214,10,576,417
12571,56,111,10,216,531
12572,5,52,10,400,345
12573,23,195,12,36,18
12575,38,138,11,144,130
12576,10,152,12,0,23
12578,37,71,11,0,5
12579,5,27,12,480,307
12580,27,81,11,72,120
12582,17,162,11,4068,1956
12584,25,41,10,540,611
12585,83,112,11,0,2954
12586,56,102,10,36,42
12587,34,30,10,0,2
12590,42,71,12,0,6
12591,5,129,11,240,210
12593,83,19,11,0,4892
12595,3,75,10,0,6
12596,59,195,11,1134,717
12597,35,166,12,23232,25980
12598,18,31,11,1092,624
12599,62,68,10,3612,1812
12600,27,29,10,36,39
12601,37,2,11,180,126
12602,59,82,11,1134,688
12603,15,214,10,1176,1287
12604,58,29,11,3192,3582
12605,38,2,12,252,224
12606,26,148,10,300,157
12607,10,8,10,0,53
12608,23,53,12,72,65
12609,39,95,12,324,230
12610,11,53,12,108,76
12611,61,47,12,7350,2960
12613,16,122,10,0,319
12614,13,52,11,180,196
12616,14,93,12,11088,10460
12617,61,122,12,3864,254
12618,11,161,12,144,173
12619,22,208,10,25600,4030
12620,61,93,10,2100,4985
12621,16,54,12,36,88
12622,13,38,10,2484,2885
12623,82,33,12,0,4413
12624,50,215,10,21888,10715
12625,80,188,11,0,228
12626,58,17,10,21168,19693
12627,13,195,11,108,91
12631,16,142,12,252,287
12632,50,38,12,36864,25991
12633,25,130,11,504,369
12635,31,49,11,4400,9510
12636,45,162,11,48,22
12637,16,42,10,0,781
12639,15,31,12,2808,2938
12640,11,58,10,1332,1048
12641,45,18,10,384,202
12642,57,19,10,0,74
12643,48,8,11,0,20
12644,26,111,11,48,21
12645,61,160,12,2100,0
12646,56,193,11,468,439
12647,22,171,12,24800,34943
12648,83,20,12,0,202
12649,61,188,12,0,1646
12650,15,128,10,2772,3508
12651,39,184,12,216,114
12652,10,9,12,0,117
12653,61,51,12,15876,0
12654,50,126,11,19824,20281
12655,5,53,11,320,211
12656,36,89,11,48,35
12657,82,51,11,0,2882
12658,19,191,11,168,3254
12659,59,47,12,4284,2338
12660,21,122,11,12,0
12661,53,138,11,0,108
12662,16,18,12,1728,1254
12663,37,178,11,108,112
12665,14,17,12,37800,34119
12666,47,130,11,1608,1758
12667,50,130,11,54960,64352
12671,11,130,10,324,172
12672,61,129,10,4914,5640
12673,82,173,12,0,2963
12674,9,193,10,0,80
12675,36,56,11,24,6
12676,33,115,11,252,102
12678,8,76,10,0,24
12680,11,110,10,36,31
12682,43,187,12,0,6356
12683,56,126,12,252,129
12684,82,95,12,0,17212
12685,42,44,10,144,121
12686,61,3,10,10542,5187
12687,22,130,11,6800,14570
12688,47,28,12,0,125
12689,15,92,12,1620,2654
12690,43,73,12,11664,10653
12693,25,60,10,432,517
12694,59,98,10,294,252
12695,56,42,10,36,0
12696,62,171,12,5502,156
12697,35,155,11,0,42
12699,17,99,10,10764,11676
12702,12,128,11,0,12
12703,32,12,12,984,1059
12704,23,9,11,72,164
12705,42,208,12,72,141
12706,32,54,11,600,673
12707,82,37,11,0,788
12708,32,79,10,204,190
12712,39,154,10,432,392
12713,13,172,12,4824,4386
12714,80,130,12,1032,398
12715,58,157,11,0,918
12716,58,192,12,11592,11594
12717,58,138,10,38136,57810
12719,54,106,10,12,0
12720,38,8,11,108,108
12721,32,212,10,48,36
12722,13,170,12,5580,4916
12723,59,131,10,1386,2408
12724,43,157,11,0,2206
12725,43,44,11,0,10121
12726,16,155,11,0,12
12727,47,83,12,2016,1937
12729,23,18,10,144,129
12731,37,166,10,180,189
12732,62,140,10,3444,2341
12734,80,48,11,480,879
12735,16,125,10,0,1545
12736,81,1,10,0,27
12737,13,161,10,1404,1774
12738,16,113,11,2196,1029
12741,26,56,10,0,12
12742,86,178,12,0,10
12743,33,134,12,144,36
12744,83,14,12,3528,1577
12745,23,152,11,144,59
12746,45,23,10,240,150
12747,5,79,10,80,91
12748,9,166,10,0,8
12750,13,185,12,1260,809
12751,50,108,11,25968,17736
12752,50,215,11,15984,16148
12754,25,79,12,396,482
12755,58,131,11,7392,10397
12756,3,220,11,0,80
12758,59,104,12,210,338
12759,11,45,12,360,384
12761,32,206,12,60,0
12763,61,31,10,1848,1819
12764,43,58,11,0,6182
12765,5,29,10,160,165
12766,17,59,11,0,651
12767,76,83,10,0,1548
12769,13,29,10,1368,1629
12770,43,130,11,0,7366
12771,43,206,11,0,5740
12772,16,130,12,2664,2383
12773,33,21,10,1044,731
12774,13,211,11,7596,7602
12775,15,183,10,5016,5074
12776,18,197,12,5172,0
12777,81,80,12,168,277
12778,19,168,10,9744,9037
12779,14,159,11,16596,20239
12781,82,125,12,0,4635
12783,51,119,11,0,557
12784,32,210,12,1500,1346
12785,47,156,12,1416,1253
12786,23,27,10,72,54
12788,32,107,10,216,155
12789,18,80,10,2544,2928
12790,50,106,10,25392,17617
12791,57,128,12,0,72
12792,31,91,12,4400,7022
12794,23,23,11,36,14
12795,62,160,10,1554,1282
12798,84,123,12,0,146
12800,21,48,11,72,48
12801,37,13,12,144,99
12802,48,45,10,0,4
12803,25,6,11,360,196
12804,26,169,12,144,149
12805,37,121,10,108,72
12806,36,112,11,24,13
12807,67,23,10,0,45
12808,10,109,11,0,28
12810,37,16,10,180,225
12811,23,103,10,72,106
12812,16,134,12,1692,848
12813,47,34,12,408,779
12814,50,124,10,63600,46849
12815,36,12,11,48,62
12818,13,113,10,3276,4167
12819,51,46,12,0,2128
12820,79,199,12,0,280
12821,15,97,11,1296,1455
12825,62,135,11,0,299
12826,36,127,12,48,23
12827,39,87,12,3420,2305
12828,38,204,10,216,205
12829,43,36,11,0,21819
12830,76,52,10,0,523
12832,85,87,12,0,188
12833,25,211,10,972,1223
12834,10,196,12,0,23
12835,16,100,11,2196,1873
12836,14,104,10,27000,28330
12837,3,194,11,120,0
12838,11,8,11,216,168
12840,45,158,12,336,526
12842,25,143,12,432,471
12844,27,135,11,0,6
12845,26,201,11,0,13131
12846,45,173,11,192,270
12847,83,161,11,0,1593
12848,47,80,12,840,788
12849,25,17,10,576,644
12850,26,220,11,0,4068
12851,61,121,12,7980,674
12853,3,25,11,160,52
12854,42,32,11,108,94
12855,17,70,11,13896,4171
12856,19,168,11,7560,8988
12857,13,18,11,4284,3808
12858,15,52,12,1884,1761
12860,42,66,11,36,26
12861,2,14,10,0,18
12862,50,15,12,49728,22769
12863,15,160,12,1428,1436
12866,3,42,11,40,3
12868,31,34,10,0,20
12870,48,31,10,0,24
12871,37,96,10,324,298
12872,37,146,10,108,103
12874,59,10,10,588,340
12876,85,193,12,0,26
12877,80,34,11,360,78
12878,2,107,10,0,12
12879,76,40,10,0,319
12880,25,95,12,288,379
12881,39,164,11,396,465
12882,38,119,10,180,148
12884,59,84,12,714,461
12885,39,29,12,216,151
12886,82,172,12,0,2898
12887,11,182,10,216,290
12888,19,34,10,672,2123
12889,81,25,12,168,45
12890,59,106,12,294,257
12892,21,68,11,12,0
12893,22,190,11,9600,15810
12894,64,108,10,0,1
12895,58,50,11,504,534
12897,59,35,12,1134,558
12898,19,194,12,94584,94632
12899,32,21,10,324,420
12900,23,42,11,72,61
12902,36,121,10,24,15
12903,42,171,11,180,143
12904,14,131,11,13428,16651
12906,35,10,12,17568,17504
12907,37,208,11,72,99
12908,39,82,12,324,173
12910,62,33,12,2352,248
12911,26,180,10,1092,500
12912,25,91,12,792,692
12913,14,35,11,1584,2306
12916,81,209,12,120,244
12917,39,194,11,2016,1681
12918,11,42,11,216,310
12919,23,101,12,0,6
12920,27,123,10,180,225
12921,47,13,10,1320,640
12922,23,37,12,216,191
12923,59,7,11,210,488
12924,56,113,10,432,476
12925,86,176,12,0,108
12926,5,82,12,80,53
12928,62,194,11,7308,6307
12930,81,191,12,0,79
12933,38,96,11,324,257
12934,52,110,12,400,0
12935,3,152,11,160,6
12936,58,172,11,12432,14257
12939,81,112,11,120,0
12940,84,19,12,0,12
12942,38,70,10,324,231
12943,51,216,12,0,554
12946,59,16,12,462,84
12948,39,161,11,432,458
12950,50,149,11,0,664
12951,42,62,10,108,85
12952,25,37,10,1728,1809
12953,83,113,11,0,1387
12954,35,122,12,8448,7854
12955,43,109,12,9828,6496
12957,26,176,10,84,49
12959,35,60,12,16416,11562
12960,58,139,12,17640,16044
12962,19,150,12,7056,5517
12964,5,131,11,240,313
12965,23,161,12,180,221
12966,22,116,12,0,780
12969,50,102,11,29088,28487
12970,39,64,10,144,267
12972,15,169,11,7200,6783
12973,59,62,12,3738,2373
12974,31,43,11,5600,17780
12975,82,60,12,0,3937
12977,39,100,10,252,312
12978,76,85,10,0,72
12979,56,165,11,288,126
12980,27,179,11,0,15
12981,15,108,11,1524,1064
12982,11,114,10,180,168
12983,23,166,12,144,199
12984,14,183,11,16956,17008
12985,35,81,11,3264,5920
12986,5,86,12,80,42
12987,59,84,10,672,433
12989,50,80,12,30288,14893
12991,38,112,11,180,235
12992,38,166,11,252,272
12993,82,101,12,4662,3726
12994,33,97,10,36,0
12995,10,103,12,0,159
12996,38,56,11,36,44
12997,35,45,11,5952,7635
12998,14,115,11,12780,13788
13000,22,70,12,28800,33940
13001,38,143,10,288,283
13002,59,152,11,1302,776
13003,39,147,11,0,5
13004,14,103,11,24228,23089
13006,17,127,10,6624,7201
13007,33,61,11,0,6
13008,45,93,12,336,418
13010,82,132,12,5460,3679
13011,58,32,12,1680,1086
13012,57,223,11,0,540
13014,43,141,12,72,197
13015,36,209,11,24,23
13016,27,110,11,72,48
13017,33,14,10,180,0
13018,81,180,10,144,265
13021,15,95,11,948,1025
13022,26,160,11,24,17
13023,56,193,10,1188,462
13024,45,93,10,240,132
13025,19,164,12,38808,35124
13026,32,100,10,240,236
13027,35,98,10,1248,1556
13029,62,142,10,2982,1924
13030,62,156,10,2982,1358
13031,86,120,12,0,23
13032,50,6,11,37152,38584
13033,81,171,11,0,84
13034,35,1,11,9024,12864
13035,32,212,11,36,36
13036,13,119,11,2016,1402
13037,81,144,10,192,23
13038,81,210,10,24,47
13039,23,9,12,72,76
13040,80,205,11,0,9
13041,51,217,11,0,1060
13042,18,49,12,11016,0
13043,61,184,11,5754,4216
13046,16,75,11,0,2587
13047,35,123,12,5856,4983
13048,26,64,12,132,295
13050,17,166,11,14220,5939
13051,39,162,10,180,207
13052,50,169,11,68400,75034
13053,82,96,11,0,3311
13054,21,46,11,24,10
13055,67,43,10,0,21
13056,21,181,10,12,0
13057,36,144,12,24,3
13058,25,132,10,432,488
13059,80,170,12,432,558
13061,59,53,10,630,243
13063,14,138,12,37764,33904
13064,39,32,11,288,193
13065,43,41,11,0,14124
13067,83,104,12,3990,3001
13068,23,52,10,36,11
13069,61,88,11,7056,8770
13070,37,81,12,108,53
13071,86,107,12,0,2
13072,15,13,11,6036,4893
13073,50,118,12,0,1485
13074,15,48,11,19524,15499
13075,5,63,11,0,16
13076,15,190,10,3228,4584
13077,58,186,12,15456,14034
13078,50,36,12,34752,26683
13080,62,39,11,4872,1662
13082,37,88,11,252,252
13083,22,214,12,7600,11110
13084,11,21,10,288,156
13085,42,108,12,108,127
13086,51,36,11,0,922
13087,37,161,11,108,149
13088,58,212,12,5712,5286
13089,11,143,10,360,351
13090,76,196,10,0,32
13091,9,138,12,0,80
13092,50,146,12,26448,25923
13093,37,190,11,252,141
13095,10,159,11,0,67
13096,27,75,10,72,80
13097,56,79,11,324,172
13099,37,37,11,108,75
13101,20,181,11,24,0
13102,56,107,11,252,149
13103,47,150,11,816,651
13104,3,96,10,40,21
13107,33,124,11,72,0
13108,13,20,12,0,612
13109,59,124,12,1386,1387
13110,27,38,11,108,122
13112,37,154,10,180,211
13113,59,88,11,3486,2740
13114,19,11,11,336,186
13115,33,132,11,72,38
13116,81,21,12,792,161
13117,15,130,10,9288,8711
13118,36,136,12,24,28
13119,35,191,11,2688,5541
13120,5,43,12,240,257
13121,56,13,10,396,287
13123,14,146,11,13572,12160
13125,15,166,11,13008,14251
13127,15,3,12,18432,22946
13128,36,136,11,24,21
13129,27,45,10,72,49
13130,27,34,11,36,53
13134,32,92,12,12,0
13135,35,118,12,0,684
13137,85,36,12,0,50
13138,3,19,11,200,0
13139,23,64,12,36,8
13140,61,126,12,2394,0
13141,22,121,12,14400,18760
13143,38,146,11,144,266
13145,47,218,12,0,1728
13146,18,42,10,1716,1908
13147,22,4,11,17600,22280
13148,50,115,10,28944,19186
13149,43,10,11,0,7679
13150,38,101,11,36,44
13151,37,34,12,72,66
13152,17,99,11,8460,4341
13153,39,14,11,252,216
13154,19,142,12,7224,6754
13156,61,142,12,1932,0
13158,43,117,11,0,6014
13159,58,105,12,13608,20495
13161,47,102,11,1464,2204
13162,58,110,12,4704,4332
13163,81,84,10,192,0
13164,81,152,10,192,107
13166,36,104,10,24,8
13167,28,152,10,0,14
13168,20,197,10,240,42
13170,62,49,11,5082,2128
13172,5,92,12,240,220
13173,11,126,10,144,130
13174,18,110,10,528,430
13175,3,33,10,40,0
13176,25,54,11,396,483
13177,21,45,12,36,15
13178,50,181,10,32736,34763
13179,16,11,11,1404,575
13180,83,46,11,0,1344
13181,45,132,10,1392,710
13183,74,68,10,0,11
13184,85,142,12,0,41
13186,45,15,11,528,411
13187,80,27,10,912,751
13188,26,31,12,84,72
13189,11,53,10,108,82
13190,18,144,12,1272,2
13191,11,84,10,36,15
13192,43,168,12,6984,9803
13193,58,26,12,0,2874
13195,22,173,11,48000,42900
13196,22,63,11,0,220
13200,16,10,10,0,102
13201,76,114,10,0,561
13202,22,56,12,800,1803
13203,62,34,12,1218,0
13204,16,43,11,7308,3124
13205,47,106,11,1080,1281
13207,81,106,12,120,157
13208,33,112,10,1296,1327
13209,19,124,11,46704,55463
13210,2,107,11,0,47
13211,5,122,10,400,245
13213,37,214,10,72,67
13214,38,123,10,432,438
13215,15,182,11,4140,3869
13216,11,104,12,396,375
13217,15,37,12,2064,1866
13218,36,206,12,24,14
13220,16,136,10,0,2585
13221,19,5,10,1848,1920
13222,17,173,11,14400,2473
13224,33,168,12,0,9
13225,26,222,12,0,96
13226,14,6,10,27864,30107
13227,61,109,12,0,110
13228,38,133,11,0,8
13230,83,47,11,0,4016
13232,42,169,12,180,161
13235,3,57,10,0,4
13237,79,202,12,0,180
13238,10,181,11,0,93
13239,20,182,12,72,0
13240,15,181,12,4812,4572
13241,82,25,11,0,3115
13243,10,125,12,0,60
13245,26,7,12,36,72
13246,26,190,10,792,175
13247,19,7,11,1680,2069
13248,23,3,12,144,145
13249,14,174,10,35100,39408
13250,37,45,12,36,18
13251,35,113,12,7968,6968
13252,50,211,10,82608,56833
13253,38,173,12,288,142
13255,25,155,11,0,22
13256,81,94,10,288,198
13257,56,194,12,36,69
13258,82,8,11,0,2600
13259,7,223,12,0,671
13260,18,38,12,1668,0
13261,36,53,12,48,41
13262,32,126,11,636,670
13264,32,183,11,108,12
13267,79,218,11,0,551
13268,39,71,12,0,8
13269,13,214,11,900,1109
13270,37,1,12,252,211
13271,11,152,12,432,515
13272,47,170,11,840,1523
13273,26,80,12,120,228
13274,18,83,10,3252,3628
13275,45,85,12,336,326
13277,52,209,11,400,0
13280,25,120,12,0,45
13282,33,114,11,648,0
13283,58,96,12,35112,29411
13285,57,222,12,0,36
13286,37,14,10,180,175
13287,42,82,12,180,200
13288,27,212,11,36,48
13290,80,11,10,1056,614
13291,22,24,11,0,80
13292,19,135,11,0,12
13293,23,146,11,144,158
13294,59,63,11,0,239
13296,14,119,10,34128,41830
13297,82,176,12,0,1655
13298,83,217,12,0,2245
13299,43,162,11,0,1786
13300,14,40,10,2196,1208
13301,54,11,11,12,0
13303,25,10,11,648,542
13304,43,176,11,0,3304
13305,5,75,12,80,26
13307,3,73,11,0,10
13308,59,11,11,126,431
13310,80,57,10,552,423
13311,80,115,12,480,365
13312,15,210,10,4044,3852
13313,14,28,10,0,679
13314,27,67,11,0,4
13317,45,204,10,480,226
13320,18,23,12,1896,0
13321,47,19,11,1776,2350
13323,20,196,12,144,87
13324,56,9,12,396,222
13325,23,12,11,180,191
13326,14,208,10,37980,40685
13327,9,107,10,0,40
13330,45,212,11,96,816
13331,21,60,12,12,0
13332,82,47,12,0,9091
13333,35,92,10,288,288
13334,58,146,12,7560,7193
13335,37,52,11,36,87
13336,15,24,12,0,313
13337,83,204,11,0,2345
13339,16,66,10,0,815
13340,33,23,10,216,360
13343,31,181,10,400,0
13344,61,188,10,0,18124
13345,61,91,12,11256,1335
13346,22,156,10,9600,2970
13347,14,80,10,37368,38882
13348,11,189,12,0,25
13349,56,209,12,324,330
13351,5,186,12,240,336
13352,45,124,10,576,308
13353,11,108,11,36,22
13354,17,118,11,0,16
13355,3,92,10,80,54
13356,20,180,10,72,32
13358,21,208,11,12,24
13359,33,95,10,36,0
13361,5,80,12,160,164
13363,19,182,12,22512,22332
13364,26,11,10,36,12
13365,50,165,11,34416,31164
13366,32,13,11,264,33
13368,45,14,11,144,566
13369,59,182,12,546,586
13370,16,12,11,1296,976
13371,74,50,10,0,64
13373,58,40,10,1176,877
13374,22,139,10,3200,2040
13375,20,198,12,96,48
13378,3,183,11,40,7
13379,47,105,12,1152,1334
13381,50,169,12,76800,66474
13382,35,92,12,480,2604
13383,52,16,10,400,0
13384,11,49,12,1044,1020
13385,45,108,11,432,399
13386,25,118,11,0,6
13387,17,100,10,11304,11200
13388,19,126,10,2184,1916
13389,47,186,11,1416,1874
13390,3,186,11,80,76
13391,39,143,11,360,280
13392,80,190,12,792,440
13393,11,142,11,216,176
13395,37,12,11,180,133
13396,5,94,11,80,24
13397,25,87,11,2376,2123
13398,20,196,11,48,33
13399,41,39,10,0,126
13400,54,186,12,12,0
13401,18,176,12,720,0
13403,48,66,10,0,3
13405,45,63,11,0,292
13406,61,43,12,6174,47
13407,39,123,12,432,285
13408,35,70,11,8832,9156
13410,58,217,12,19656,14280
13412,47,182,10,1392,1515
13413,27,46,12,108,72
13414,36,18,10,0,9
13415,19,3,10,24696,17076
13417,3,39,11,40,0
13419,11,204,11,252,201
13420,56,108,11,288,195
13421,70,128,12,0,12
13422,9,211,11,0,35
13423,86,5,12,0,23
13424,43,19,11,0,6830
13425,22,15,10,17600,2180
13426,58,152,11,14952,16582
13427,52,73,12,400,0
13428,42,169,10,216,214
13429,15,137,11,0,86
13431,61,199,12,0,2184
13432,25,25,12,360,390
13433,62,166,12,0,324
13434,25,210,10,432,443
13435,80,139,10,1800,1189
13436,20,128,10,2736,1965
13437,50,124,12,49968,48990
13439,18,46,10,2508,3070
13441,10,141,10,0,11
13444,11,15,10,0,23
13445,27,166,12,288,221
13446,27,115,11,36,38
13448,30,202,12,0,24
13450,83,31,12,0,1783
13452,50,3,11,73728,53562
13454,58,79,10,9912,10470
13456,17,2,12,5040,0
13457,47,152,12,912,735
13458,58,190,11,19320,28997
13459,82,121,11,0,2781
13460,61,154,11,8358,4461
13462,42,198,11,36,11
13464,62,25,12,4032,0
13465,51,103,12,2496,3638
13466,31,165,11,20800,14400
13467,16,140,10,0,2717
13468,37,89,12,396,408
13469,39,38,12,468,256
13470,81,130,11,816,371
13471,11,189,10,0,515
13473,45,191,12,48,180
13474,39,90,10,3528,2581
13476,38,165,12,288,278
13479,36,209,12,24,30
13480,32,143,11,1200,791
13481,36,132,11,24,26
13482,80,67,11,0,30
13483,51,109,11,0,956
13484,28,27,12,0,6
13485,22,60,10,25200,0
13486,50,221,11,0,1536
13487,62,200,11,0,1134
13488,22,45,11,12400,16960
13489,36,125,12,72,37
13490,56,154,11,72,96
13492,38,107,11,144,157
13493,23,191,11,72,134
13496,45,101,11,240,294
13497,35,73,11,0,7023
13499,3,31,11,0,1
13500,59,29,12,126,162
13501,77,62,10,0,24
13502,35,109,11,9312,6294
13503,48,148,10,0,10
13504,14,213,12,7776,6326
13505,56,124,12,360,58
13506,5,15,10,80,77
13507,35,187,10,0,576
13508,17,96,10,19512,26066
13509,25,84,10,324,444
13511,83,214,11,0,2385
13512,36,155,11,0,3
13513,43,52,11,0,11233
13515,58,133,11,0,1032
13516,75,225,12,0,4
13517,37,164,11,324,309
13518,13,68,10,1836,1803
13521,36,148,10,24,17
13522,14,18,12,25092,21634
13523,5,168,11,80,74
13525,27,184,12,144,80
13527,47,116,11,0,16
13528,42,126,11,180,207
13530,22,192,10,4400,1570
13531,22,58,11,2000,1104
13532,58,112,11,10920,9732
13533,20,180,12,72,48
13535,21,46,10,24,85
13537,16,58,11,2448,1040
13538,13,19,12,4248,3026
13540,18,3,12,5748,0
13541,56,106,11,360,288
13542,43,89,11,0,34080
13543,76,174,10,0,216
13544,32,28,12,0,9
13545,33,12,12,2484,3318
13548,19,48,11,158424,126672
13549,21,21,11,108,109
13550,82,141,12,7392,6285
13552,85,7,12,0,33
13553,17,52,12,14364,0
13554,13,82,11,8244,7879
13555,27,130,10,144,232
13556,18,68,11,780,342
13559,11,194,10,6912,7121
13560,37,36,12,36,5
13561,84,58,12,0,12
13562,27,102,12,36,61
13563,39,94,10,720,643
13564,19,44,12,36792,34236
13565,33,170,10,252,72
13567,81,133,11,0,12
13568,21,99,12,156,216
13569,32,105,11,840,851
13571,20,166,10,24,24
